antecedents_txt,consequents_txt,n_tickets,support,confidence,lift,leverage,conviction
Apple Danish + Apple Tart,Apple Croissant + Cherry Soda,204,0.02043883378418996,0.7640449438202247,31.774719101123594,0.01979559178670312,4.136187327350537
Apple Croissant + Cherry Soda,Apple Danish + Apple Tart,204,0.02043883378418996,0.8499999999999999,31.77471910112359,0.01979559178670312,6.488327822863435
Lemon Cookie + Raspberry Lemonade,Lemon Lemonade + Raspberry Cookie,257,0.025748922953611864,0.9081272084805654,31.69236946798784,0.024936458521767454,10.572722788683114
Lemon Lemonade + Raspberry Cookie,Lemon Cookie + Raspberry Lemonade,257,0.025748922953611864,0.8986013986013986,31.69236946798784,0.024936458521767454,9.582441120888314
Lemon Cookie + Raspberry Lemonade,Green Tea + Raspberry Cookie,196,0.019637310890692317,0.6925795053003534,30.998367903151692,0.019003815896631814,3.1801963961411746
Green Tea + Raspberry Cookie,Lemon Cookie + Raspberry Lemonade,196,0.019637310890692317,0.8789237668161436,30.998367903151692,0.019003815896631814,8.0250772764549
Green Tea + Raspberry Cookie,Lemon Cookie + Lemon Lemonade,196,0.019637310890692317,0.8789237668161436,30.780835496813786,0.01899933890020736,8.023422280109994
Lemon Cookie + Lemon Lemonade,Green Tea + Raspberry Cookie,196,0.019637310890692317,0.6877192982456141,30.780835496813783,0.01899933890020736,3.1307011411569627
Almond Twist + Apple Pie,Coffee Eclair + Hot Coffee,266,0.026650636208796714,0.7492957746478873,24.846249590566657,0.02557801411701369,3.8684736955271197
Coffee Eclair + Hot Coffee,Almond Twist + Apple Pie,266,0.026650636208796714,0.8837209302325582,24.846249590566654,0.02557801411701369,8.294118825768962
Almond Twist + Hot Coffee,Apple Pie + Coffee Eclair,266,0.026650636208796714,0.9078498293515359,24.423852147594822,0.025559463692367067,10.448481744945033
Apple Pie + Coffee Eclair,Almond Twist + Hot Coffee,266,0.026650636208796714,0.7169811320754716,24.423852147594822,0.025559463692367067,3.4296095915572917
Apple Pie + Hot Coffee,Almond Twist + Coffee Eclair,266,0.026650636208796714,0.880794701986755,24.352387591495294,0.025556261535731636,8.0854735107816
Almond Twist + Coffee Eclair,Apple Pie + Hot Coffee,266,0.026650636208796714,0.7368421052631579,24.352387591495294,0.025556261535731636,3.6850215409277625
Apple Croissant + Apple Tart + Cherry Soda,Apple Danish,204,0.02043883378418996,0.9902912621359222,14.998629874626161,0.019076120392697633,96.19937881975649
Apple Danish,Apple Croissant + Apple Tart + Cherry Soda,204,0.02043883378418996,0.3095599393019727,14.998629874626161,0.019076120392697633,1.4184588079989342
Green Tea + Lemon Cookie + Lemon Lemonade + Raspberry Cookie,Raspberry Lemonade,196,0.019637310890692317,1.0,14.721238938053098,0.018303366718375978,inf
Raspberry Lemonade,Green Tea + Lemon Cookie + Lemon Lemonade + Raspberry Cookie,196,0.019637310890692317,0.2890855457227139,14.721238938053098,0.018303366718375978,1.3790163967139226
Apple Croissant + Apple Danish + Cherry Soda,Apple Tart,204,0.02043883378418996,0.9902912621359222,14.643106796116506,0.01904303478683439,96.03426510369597
Apple Tart,Apple Croissant + Apple Danish + Cherry Soda,204,0.02043883378418996,0.3022222222222222,14.643106796116506,0.01904303478683439,1.4035425269796051
Raspberry Lemonade,Lemon Cookie + Lemon Lemonade + Raspberry Cookie,257,0.025748922953611864,0.37905604719764013,14.607561417295932,0.023986211011622415,1.5686612164061835
Lemon Cookie + Lemon Lemonade + Raspberry Cookie,Raspberry Lemonade,257,0.025748922953611864,0.9922779922779924,14.607561417295932,0.023986211011622415,120.70318605350363
Green Tea + Lemon Cookie + Lemon Lemonade,Raspberry Lemonade,196,0.019637310890692317,0.9898989898989901,14.572539554840443,0.01828975504314826,92.27502254283282
Green Tea + Lemon Lemonade + Raspberry Cookie,Raspberry Lemonade,196,0.019637310890692317,0.9898989898989901,14.572539554840443,0.01828975504314826,92.27502254283282
Raspberry Lemonade,Green Tea + Lemon Cookie + Lemon Lemonade,196,0.019637310890692317,0.2890855457227139,14.572539554840441,0.01828975504314826,1.3787345333727445
Raspberry Lemonade,Green Tea + Lemon Lemonade + Raspberry Cookie,196,0.019637310890692317,0.2890855457227139,14.572539554840441,0.01828975504314826,1.3787345333727445
Green Tea + Lemon Cookie + Raspberry Lemonade,Lemon Lemonade,196,0.019637310890692317,1.0,14.528384279475981,0.018285659494849654,inf
Lemon Lemonade,Green Tea + Lemon Cookie + Raspberry Cookie + Raspberry Lemonade,196,0.019637310890692317,0.2852983988355167,14.528384279475981,0.018285659494849654,1.37170909861119
Lemon Lemonade,Green Tea + Lemon Cookie + Raspberry Lemonade,196,0.019637310890692317,0.2852983988355167,14.528384279475981,0.018285659494849654,1.37170909861119
Green Tea + Lemon Cookie + Raspberry Cookie + Raspberry Lemonade,Lemon Lemonade,196,0.019637310890692317,1.0,14.528384279475981,0.018285659494849654,inf
Green Tea + Lemon Cookie + Raspberry Cookie,Raspberry Lemonade,196,0.019637310890692317,0.9849246231155779,14.499310712856317,0.018282949205534398,61.82737200681313
Raspberry Lemonade,Green Tea + Lemon Cookie + Raspberry Cookie,196,0.019637310890692317,0.2890855457227139,14.499310712856317,0.018282949205534398,1.3785936017021554
Apple Croissant,Apple Danish + Apple Tart + Cherry Soda,204,0.02043883378418996,0.2960812772133527,14.486211901306243,0.01902791739532042,1.3915827701498829
Apple Danish + Apple Tart + Cherry Soda,Apple Croissant,204,0.02043883378418996,1.0,14.486211901306241,0.01902791739532042,inf
Lemon Lemonade,Lemon Cookie + Raspberry Cookie + Raspberry Lemonade,257,0.025748922953611864,0.37409024745269287,14.47207271250127,0.02396970836112509,1.5563759515171849
Lemon Cookie + Raspberry Cookie + Raspberry Lemonade,Lemon Lemonade,257,0.025748922953611864,0.9961240310077519,14.472072712501268,0.02396970836112509,240.2416591523891
Green Tea + Raspberry Cookie + Raspberry Lemonade,Lemon Lemonade,196,0.019637310890692317,0.9949238578680204,14.454636135925343,0.01827876331425862,183.44033663961872
Lemon Lemonade,Green Tea + Raspberry Cookie + Raspberry Lemonade,196,0.019637310890692317,0.2852983988355167,14.454636135925343,0.01827876331425862,1.3715689137263039
Green Tea + Lemon Cookie + Raspberry Lemonade,Raspberry Cookie,196,0.019637310890692317,1.0,14.319942611190818,0.01826598480204263,inf
Green Tea + Lemon Cookie + Lemon Lemonade + Raspberry Lemonade,Raspberry Cookie,196,0.019637310890692317,1.0,14.319942611190818,0.01826598480204263,inf
Raspberry Cookie,Green Tea + Lemon Cookie + Lemon Lemonade + Raspberry Lemonade,196,0.019637310890692317,0.2812051649928264,14.319942611190816,0.01826598480204263,1.3638977930323104
Raspberry Cookie,Green Tea + Lemon Cookie + Raspberry Lemonade,196,0.019637310890692317,0.2812051649928264,14.319942611190816,0.01826598480204263,1.3638977930323104
Green Tea + Lemon Cookie + Raspberry Cookie,Lemon Lemonade,196,0.019637310890692317,0.9849246231155779,14.309363410941168,0.01826497095307655,61.767558360885864
Lemon Lemonade,Green Tea + Lemon Cookie + Raspberry Cookie,196,0.019637310890692317,0.2852983988355167,14.309363410941167,0.01826497095307655,1.3712885439565314
Green Tea + Lemon Lemonade + Raspberry Lemonade,Raspberry Cookie,196,0.019637310890692317,0.9949238578680204,14.247252547174622,0.018258988240365842,183.24296162709493
Raspberry Cookie,Green Tea + Lemon Lemonade + Raspberry Lemonade,196,0.019637310890692317,0.2812051649928264,14.24725254717462,0.018258988240365842,1.3637584064413004
Lemon Cookie + Lemon Lemonade + Raspberry Lemonade,Raspberry Cookie,257,0.025748922953611864,0.9922779922779924,14.209363903768496,0.023936813479324776,120.45666766857225
Raspberry Cookie,Lemon Cookie + Lemon Lemonade + Raspberry Lemonade,257,0.025748922953611864,0.36872309899569583,14.209363903768494,0.023936813479324776,1.5429848530389558
Green Tea + Lemon Cookie + Lemon Lemonade,Raspberry Cookie,196,0.019637310890692317,0.9898989898989901,14.175296726229297,0.01825199167868906,92.08656447249918
Raspberry Cookie,Green Tea + Lemon Cookie + Lemon Lemonade,196,0.019637310890692317,0.2812051649928264,14.175296726229295,0.01825199167868906,1.3636190198502907
Apple Danish,Apple Tart + Cherry Soda,204,0.02043883378418996,0.3095599393019727,14.173017220977016,0.01899673903008643,1.416717477492951
Apple Tart + Cherry Soda,Apple Danish,204,0.02043883378418996,0.9357798165137614,14.173017220977014,0.01899673903008643,14.54331801852089
Green Tea + Lemon Lemonade + Raspberry Cookie + Raspberry Lemonade,Lemon Cookie,196,0.019637310890692317,1.0,13.959440559440559,0.018230570354989983,inf
Lemon Cookie,Green Tea + Lemon Lemonade + Raspberry Cookie + Raspberry Lemonade,196,0.019637310890692317,0.27412587412587414,13.959440559440559,0.018230570354989983,1.3505959975205297
Lemon Cookie,Lemon Lemonade + Raspberry Cookie + Raspberry Lemonade,257,0.025748922953611864,0.35944055944055947,13.90533420068304,0.023897193064779196,1.5207814060689109
Lemon Lemonade + Raspberry Cookie + Raspberry Lemonade,Lemon Cookie,257,0.025748922953611864,0.9961240310077519,13.905334200683038,0.023897193064779196,239.51788397956074
Lemon Cookie,Green Tea + Lemon Lemonade + Raspberry Lemonade,196,0.019637310890692317,0.27412587412587414,13.888580455077918,0.01822339310735885,1.350457970336317
Lemon Cookie,Green Tea + Raspberry Cookie + Raspberry Lemonade,196,0.019637310890692317,0.27412587412587414,13.888580455077918,0.01822339310735885,1.350457970336317
Green Tea + Lemon Lemonade + Raspberry Lemonade,Lemon Cookie,196,0.019637310890692317,0.9949238578680204,13.888580455077918,0.01822339310735885,182.8876866045521
Green Tea + Raspberry Cookie + Raspberry Lemonade,Lemon Cookie,196,0.019637310890692317,0.9949238578680204,13.888580455077918,0.01822339310735885,182.8876866045521
Lemon Cookie,Green Tea + Lemon Lemonade + Raspberry Cookie,196,0.019637310890692317,0.27412587412587414,13.818436109345202,0.018216215859727714,1.3503199431521047
Green Tea + Lemon Lemonade + Raspberry Cookie,Lemon Cookie,196,0.019637310890692317,0.9898989898989901,13.818436109345202,0.018216215859727714,91.90802524797257
Apple Croissant,Apple Tart + Cherry Soda,206,0.020639214507564372,0.29898403483309144,13.68880574160131,0.019131470523380257,1.395344114480038
Apple Tart + Cherry Soda,Apple Croissant,206,0.020639214507564372,0.944954128440367,13.68880574160131,0.019131470523380257,16.912600607821528
Lemon Lemonade + Raspberry Lemonade,Raspberry Cookie,258,0.025849113315299068,0.9555555555555556,13.683500717360115,0.023960041662567353,20.928764652840417
Raspberry Cookie,Lemon Lemonade + Raspberry Lemonade,258,0.025849113315299068,0.37015781922525104,13.683500717360113,0.023960041662567353,1.5447498310571406
Green Tea + Lemon Lemonade,Raspberry Lemonade,197,0.01973750125237952,0.9205607476635513,13.551794723347944,0.01828105200301372,11.7331282377694
Raspberry Lemonade,Green Tea + Lemon Lemonade,197,0.01973750125237952,0.29056047197640117,13.551794723347944,0.01828105200301372,1.379341330648815
Apple Croissant + Apple Tart,Apple Danish,244,0.024446448251678188,0.8937728937728938,13.536794010238625,0.022640522252273306,8.79224319310138
Apple Danish,Apple Croissant + Apple Tart,244,0.024446448251678188,0.37025796661608495,13.536794010238623,0.022640522252273306,1.5445181990359997
Green Tea + Raspberry Lemonade,Lemon Lemonade,197,0.01973750125237952,0.929245283018868,13.50043256158853,0.018275510967080313,13.160524997495253
Lemon Lemonade,Green Tea + Raspberry Lemonade,197,0.01973750125237952,0.2867540029112081,13.50043256158853,0.018275510967080313,1.3722609693110788
Raspberry Cookie + Raspberry Lemonade,Lemon Lemonade,258,0.025849113315299068,0.9280575539568345,13.483176777355407,0.023931975110991616,12.943252179140368
Lemon Lemonade,Raspberry Cookie + Raspberry Lemonade,258,0.025849113315299068,0.37554585152838427,13.483176777355407,0.023931975110991616,1.5567949733864972
Raspberry Lemonade,Green Tea + Lemon Cookie,196,0.019637310890692317,0.2890855457227139,13.483003887188818,0.018180861641326516,1.3764796266433195
Green Tea + Lemon Cookie,Raspberry Lemonade,196,0.019637310890692317,0.9158878504672897,13.483003887188818,0.018180861641326516,11.08128778011555
Lemon Lemonade,Green Tea + Lemon Cookie,198,0.019837691614066726,0.2882096069868995,13.44214994082357,0.01836190896758545,1.3747857124856246
Green Tea + Lemon Cookie,Lemon Lemonade,198,0.019837691614066726,0.925233644859813,13.442149940823569,0.01836190896758545,12.454388337841879
Almond Twist,Apple Pie + Coffee Eclair + Hot Coffee,266,0.026650636208796714,0.3584905660377358,13.401102395590417,0.02466194636656657,1.5171237115224807
Apple Pie + Coffee Eclair + Hot Coffee,Almond Twist,266,0.026650636208796714,0.9962546816479401,13.401102395590417,0.02466194636656657,247.15088668470034
Lemon Cookie,Lemon Lemonade + Raspberry Lemonade,259,0.025949303676986273,0.3622377622377622,13.39072261072261,0.024011446816579993,1.525566339202379
Lemon Lemonade + Raspberry Lemonade,Lemon Cookie,259,0.025949303676986273,0.9592592592592593,13.39072261072261,0.024011446816579993,22.787113697844084
Raspberry Lemonade,Lemon Cookie + Lemon Lemonade,259,0.025949303676986273,0.38200589970501475,13.378248719142992,0.02400963995703649,1.5719336907188097
Lemon Cookie + Lemon Lemonade,Raspberry Lemonade,259,0.025949303676986273,0.9087719298245613,13.37824871914299,0.02400963995703649,10.21693140043004
Raspberry Cookie,Green Tea + Lemon Cookie,199,0.019937881975753934,0.2855093256814921,13.316208316013892,0.01844061777692213,1.3695899719507225
Green Tea + Lemon Cookie,Raspberry Cookie,199,0.019937881975753934,0.9299065420560748,13.316208316013892,0.01844061777692213,13.270387068763993
Green Tea + Raspberry Lemonade,Raspberry Cookie,197,0.01973750125237952,0.929245283018868,13.306739124549958,0.018254230176901285,13.14636475971013
Raspberry Cookie,Green Tea + Raspberry Lemonade,197,0.01973750125237952,0.28263988522238165,13.306739124549958,0.018254230176901285,1.3643909427913035
Lemon Cookie + Raspberry Lemonade,Lemon Lemonade,259,0.025949303676986273,0.9151943462897526,13.296295153301338,0.023997684569723652,10.980037070433818
Lemon Lemonade,Lemon Cookie + Raspberry Lemonade,259,0.025949303676986273,0.3770014556040756,13.296295153301337,0.023997684569723652,1.5596282469402143
Raspberry Lemonade,Lemon Lemonade + Raspberry Cookie,258,0.025849113315299068,0.3805309734513274,13.279998762299646,0.023902643757735428,1.5680292555856123
Lemon Lemonade + Raspberry Cookie,Raspberry Lemonade,258,0.025849113315299068,0.9020979020979021,13.279998762299646,0.023902643757735428,9.520438833784189
Lemon Cookie + Raspberry Cookie,Raspberry Lemonade,258,0.025849113315299068,0.9020979020979021,13.279998762299646,0.023902643757735428,9.520438833784189
Raspberry Lemonade,Lemon Cookie + Raspberry Cookie,258,0.025849113315299068,0.3805309734513274,13.279998762299646,0.023902643757735428,1.5680292555856123
Raspberry Cookie,Green Tea + Lemon Lemonade,198,0.019837691614066726,0.28407460545193686,13.249292696335429,0.018340427415234922,1.366845302668256
Green Tea + Lemon Lemonade,Raspberry Cookie,198,0.019837691614066726,0.925233644859813,13.249292696335427,0.018340427415234922,12.440987876966217
Apple Danish + Apple Tart,Apple Croissant,244,0.024446448251678188,0.9138576779026217,13.238335969733045,0.022599807683893053,10.807333934475505
Apple Croissant,Apple Danish + Apple Tart,244,0.024446448251678188,0.35413642960812775,13.238335969733045,0.022599807683893053,1.5068959112200824
Apple Tart,Apple Croissant + Apple Danish,244,0.024446448251678188,0.3614814814814815,13.215921855921858,0.02259667579401765,1.523288680046613
Apple Croissant + Apple Danish,Apple Tart,244,0.024446448251678188,0.8937728937728938,13.215921855921858,0.02259667579401765,8.77715245172725
Lemon Lemonade,Lemon Cookie + Raspberry Cookie,259,0.025949303676986273,0.3770014556040756,13.156823525819156,0.02397699602795055,1.5591457882125568
Lemon Cookie + Raspberry Cookie,Lemon Lemonade,259,0.025949303676986273,0.9055944055944055,13.156823525819156,0.02397699602795055,9.863496198332378
Apple Pie,Almond Twist + Coffee Eclair + Hot Coffee,266,0.026650636208796714,0.3513870541611625,13.135558754990873,0.024621743741723642,1.5005083997681137
Almond Twist + Coffee Eclair + Hot Coffee,Apple Pie,266,0.026650636208796714,0.9962546816479401,13.135558754990871,0.024621743741723642,246.74962428614307
Lemon Cookie + Raspberry Lemonade,Raspberry Cookie,258,0.025849113315299068,0.9116607773851589,13.054930013029084,0.02386908636076916,10.529494038673471
Raspberry Cookie,Lemon Cookie + Raspberry Lemonade,258,0.025849113315299068,0.37015781922525104,13.054930013029082,0.02386908636076916,1.5426818928629544
Raspberry Cookie,Lemon Cookie + Lemon Lemonade,259,0.025949303676986273,0.3715925394548063,13.01356188174885,0.023955283599102796,1.5458851269466782
Lemon Cookie + Lemon Lemonade,Raspberry Cookie,259,0.025949303676986273,0.9087719298245613,13.013561881748847,0.023955283599102796,10.196064830870956
Raspberry Lemonade,Green Tea + Raspberry Cookie,197,0.01973750125237952,0.29056047197640117,13.00486130402,0.01821979946448899,1.378070308638388
Green Tea + Raspberry Cookie,Raspberry Lemonade,197,0.01973750125237952,0.8834080717488789,13.00486130402,0.01821979946448899,7.994300709810177
Apple Danish + Cherry Soda,Apple Tart,204,0.02043883378418996,0.8793103448275862,13.002068965517243,0.01886686598134291,7.725363905706556
Apple Tart,Apple Danish + Cherry Soda,204,0.02043883378418996,0.3022222222222222,13.00206896551724,0.01886686598134291,1.3998093192352092
Apple Croissant + Cherry Soda,Apple Danish,206,0.020639214507564372,0.8583333333333333,13.000037936267072,0.0190515872553403,6.592761541045632
Apple Danish,Apple Croissant + Cherry Soda,206,0.020639214507564372,0.3125948406676783,13.00003793626707,0.0190515872553403,1.4197657668775971
Lemon Cookie + Lemon Lemonade + Raspberry Cookie + Raspberry Lemonade,Green Tea,196,0.019637310890692317,0.7626459143968872,12.989707972005686,0.018125551663078193,3.965756248347271
Green Tea,Lemon Cookie + Lemon Lemonade + Raspberry Cookie + Raspberry Lemonade,196,0.019637310890692317,0.3344709897610922,12.989707972005684,0.018125551663078193,1.4638746952543167
Lemon Cookie,Raspberry Cookie + Raspberry Lemonade,258,0.025849113315299068,0.36083916083916084,12.955164260200231,0.023853838473843716,1.520974095858718
Raspberry Cookie + Raspberry Lemonade,Lemon Cookie,258,0.025849113315299068,0.9280575539568345,12.955164260200231,0.023853838473843716,12.904258090371707
Lemon Lemonade + Raspberry Cookie + Raspberry Lemonade,Green Tea,196,0.019637310890692317,0.7596899224806202,12.939360266687833,0.018119669331453238,3.916974509632819
Lemon Cookie + Raspberry Cookie + Raspberry Lemonade,Green Tea,196,0.019637310890692317,0.7596899224806202,12.939360266687833,0.018119669331453238,3.916974509632819
Green Tea,Lemon Lemonade + Raspberry Cookie + Raspberry Lemonade,196,0.019637310890692317,0.3344709897610922,12.939360266687833,0.018119669331453238,1.4637241528134226
Green Tea,Lemon Cookie + Raspberry Cookie + Raspberry Lemonade,196,0.019637310890692317,0.3344709897610922,12.939360266687833,0.018119669331453238,1.4637241528134226
Green Tea + Lemon Lemonade,Lemon Cookie,198,0.019837691614066726,0.925233644859813,12.915744069015096,0.01830176062100397,12.41686704739002
Lemon Cookie,Green Tea + Lemon Lemonade,198,0.019837691614066726,0.2769230769230769,12.915744069015094,0.01830176062100397,1.3533266397644885
Green Tea + Raspberry Lemonade,Lemon Cookie,196,0.019637310890692317,0.9245283018867926,12.905897875709199,0.01811573439289183,12.300821560965856
Lemon Cookie,Green Tea + Raspberry Lemonade,196,0.019637310890692317,0.27412587412587414,12.905897875709197,0.01811573439289183,1.3483875625731276
Lemon Lemonade,Green Tea + Raspberry Cookie,198,0.019837691614066726,0.2882096069868995,12.899641647247732,0.018299843342266146,1.3735188883418372
Green Tea + Raspberry Cookie,Lemon Lemonade,198,0.019837691614066726,0.8878923766816142,12.89964164724773,0.018299843342266146,8.306029455966328
